ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
SEN,Centre,6065944,"SP/Fansidar 2+ doses, at least one during ANC visit",46.2,1,SN,Senegal,2006,SN2006MIS,ML_IPTP_W_2SA,124903040.0,I,444004.0,1444300.0,Region,Centre,0,,0.0,1.0,MLIPTPW2SA,SNMIS2006444004,2006,MIS,681.0,782.0,,,
SEN,Diourbel,3756317,"SP/Fansidar 2+ doses, at least one during ANC visit",54,1,SN,Senegal,2006,SN2006MIS,ML_IPTP_W_2SA,124903040.0,I,444005.0,1444310.0,Region,..Diourbel,0,,0.0,1.0,MLIPTPW2SA,SNMIS2006444005,2006,MIS,226.0,215.0,,,1.0
SEN,Fatick,3642223,"SP/Fansidar 2+ doses, at least one during ANC visit",40.5,1,SN,Senegal,2006,SN2006MIS,ML_IPTP_W_2SA,124903040.0,I,444010.0,1444315.0,Region,..Fatick,0,,0.0,1.0,MLIPTPW2SA,SNMIS2006444010,2006,MIS,127.0,182.0,,,1.0
SEN,Kaolack (2005),5566627,"SP/Fansidar 2+ doses, at least one during ANC visit",40.7,1,SN,Senegal,2006,SN2006MIS,ML_IPTP_W_2SA,124903040.0,I,444006.0,1444320.0,Region,..Kaolack (2005),0,,0.0,1.0,MLIPTPW2SA,SNMIS2006444006,2006,MIS,206.0,206.0,,,1.0
SEN,Sud,2491573,"SP/Fansidar 2+ doses, at least one during ANC visit",54.7,1,SN,Senegal,2006,SN2006MIS,ML_IPTP_W_2SA,124903040.0,I,444011.0,1444400.0,Region,Sud,0,,0.0,1.0,MLIPTPW2SA,SNMIS2006444011,2006,MIS,281.0,328.0,,,
SEN,Ziguinchor,1597410,"SP/Fansidar 2+ doses, at least one during ANC visit",45,1,SN,Senegal,2006,SN2006MIS,ML_IPTP_W_2SA,124903040.0,I,444012.0,1444410.0,Region,..Ziguinchor,0,,0.0,1.0,MLIPTPW2SA,SNMIS2006444012,2006,MIS,60.0,103.0,,,1.0
SEN,Kolda (2005),6719258,"SP/Fansidar 2+ doses, at least one during ANC visit",57.3,1,SN,Senegal,2006,SN2006MIS,ML_IPTP_W_2SA,124903040.0,I,444013.0,1444420.0,Region,..Kolda (2005),0,,0.0,1.0,MLIPTPW2SA,SNMIS2006444013,2006,MIS,221.0,225.0,,,1.0
SEN,Tambacounda (2005),1597417,"SP/Fansidar 2+ doses, at least one during ANC visit",43.1,1,SN,Senegal,2006,SN2006MIS,ML_IPTP_W_2SA,124903040.0,I,444019.0,1444480.0,Region,..Tambacounda (2005),0,,0.0,1.0,MLIPTPW2SA,SNMIS2006444019,2006,MIS,135.0,172.0,,,1.0
SEN,Nord et Est,5721359,Children with fever for whom advice or treatment was sought,47.5,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444016.0,1444100.0,Region,Nord et Est,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444016,2006,MIS,331.0,464.0,,,
SEN,Saint Louis,4407069,Children with fever for whom advice or treatment was sought,37.9,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444018.0,1444110.0,Region,..Saint Louis,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444018,2006,MIS,75.0,146.0,,,1.0
SEN,Louga,1952316,Children with fever for whom advice or treatment was sought,37.6,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444009.0,1444120.0,Region,..Louga,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444009,2006,MIS,107.0,157.0,,,1.0
SEN,Matam,7098639,Children with fever for whom advice or treatment was sought,47.6,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444017.0,1444130.0,Region,..Matam,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444017,2006,MIS,156.0,192.0,,,1.0
SEN,Ouest,4694385,Children with fever for whom advice or treatment was sought,58.7,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444001.0,1444200.0,Region,Ouest,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444001,2006,MIS,430.0,262.0,,,
SEN,Dakar,1611119,Children with fever for whom advice or treatment was sought,62.9,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444002.0,1444210.0,Region,..Dakar,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444002,2006,MIS,241.0,115.0,,,1.0
SEN,Thiès,3835033,Children with fever for whom advice or treatment was sought,53.3,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444003.0,1444220.0,Region,..Thiès,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444003,2006,MIS,189.0,147.0,,,1.0
SEN,Centre,6649910,Children with fever for whom advice or treatment was sought,52.6,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444004.0,1444300.0,Region,Centre,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444004,2006,MIS,599.0,698.0,,,
SEN,Diourbel,2994429,Children with fever for whom advice or treatment was sought,48.4,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444005.0,1444310.0,Region,..Diourbel,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444005,2006,MIS,189.0,185.0,,,1.0
SEN,Fatick,4614281,Children with fever for whom advice or treatment was sought,65.9,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444010.0,1444315.0,Region,..Fatick,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444010,2006,MIS,104.0,157.0,,,1.0
SEN,Kaolack (2005),4344526,Children with fever for whom advice or treatment was sought,57.7,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444006.0,1444320.0,Region,..Kaolack (2005),0,,0.0,1.0,MLFEVTCADV,SNMIS2006444006,2006,MIS,199.0,199.0,,,1.0
SEN,Sud,6532776,Children with fever for whom advice or treatment was sought,69.2,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444011.0,1444400.0,Region,Sud,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444011,2006,MIS,265.0,310.0,,,
SEN,Ziguinchor,3244771,Children with fever for whom advice or treatment was sought,49.3,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444012.0,1444410.0,Region,..Ziguinchor,0,,0.0,1.0,MLFEVTCADV,SNMIS2006444012,2006,MIS,53.0,92.0,,,1.0
SEN,Kolda (2005),4458989,Children with fever for whom advice or treatment was sought,74.1,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444013.0,1444420.0,Region,..Kolda (2005),0,,0.0,1.0,MLFEVTCADV,SNMIS2006444013,2006,MIS,212.0,218.0,,,1.0
SEN,Tambacounda (2005),2829415,Children with fever for whom advice or treatment was sought,54.4,1,SN,Senegal,2006,SN2006MIS,ML_FEVT_C_ADV,124966010.0,I,444019.0,1444480.0,Region,..Tambacounda (2005),0,,0.0,1.0,MLFEVTCADV,SNMIS2006444019,2006,MIS,101.0,126.0,,,1.0
SEN,Nord et Est,1611150,Households with at least one insecticide-treated mosquito net (ITN),52,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444016.0,1444100.0,Region,Nord et Est,0,,0.0,1.0,MLNETPHITN,SNMIS2008444016,2008-09,MIS,1457.0,2556.0,,,
SEN,Saint Louis,2498638,Households with at least one insecticide-treated mosquito net (ITN),57,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444018.0,1444110.0,Region,..Saint Louis,0,,0.0,1.0,MLNETPHITN,SNMIS2008444018,2008-09,MIS,590.0,1433.0,,,1.0
SEN,Louga,2582006,Households with at least one insecticide-treated mosquito net (ITN),65.6,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444009.0,1444120.0,Region,..Louga,0,,0.0,1.0,MLNETPHITN,SNMIS2008444009,2008-09,MIS,474.0,594.0,,,1.0
SEN,Matam,5188401,Households with at least one insecticide-treated mosquito net (ITN),48.1,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444017.0,1444130.0,Region,..Matam,0,,0.0,1.0,MLNETPHITN,SNMIS2008444017,2008-09,MIS,362.0,571.0,,,1.0
SEN,Ouest,2018572,Households with at least one insecticide-treated mosquito net (ITN),52.1,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444001.0,1444200.0,Region,Ouest,0,,0.0,1.0,MLNETPHITN,SNMIS2008444001,2008-09,MIS,4024.0,1432.0,,,
SEN,Dakar,7262382,Households with at least one insecticide-treated mosquito net (ITN),36.5,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444002.0,1444210.0,Region,..Dakar,0,,0.0,1.0,MLNETPHITN,SNMIS2008444002,2008-09,MIS,2539.0,850.0,,,1.0
SEN,Thiès,3981394,Households with at least one insecticide-treated mosquito net (ITN),78.7,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444003.0,1444220.0,Region,..Thiès,0,,0.0,1.0,MLNETPHITN,SNMIS2008444003,2008-09,MIS,1484.0,582.0,,,1.0
SEN,Centre,2494651,Households with at least one insecticide-treated mosquito net (ITN),72.5,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444004.0,1444300.0,Region,Centre,0,,0.0,1.0,MLNETPHITN,SNMIS2008444004,2008-09,MIS,2668.0,3533.0,,,
SEN,Diourbel,4030983,Households with at least one insecticide-treated mosquito net (ITN),55.7,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444005.0,1444310.0,Region,..Diourbel,0,,0.0,1.0,MLNETPHITN,SNMIS2008444005,2008-09,MIS,854.0,598.0,,,1.0
SEN,Fatick,3598503,Households with at least one insecticide-treated mosquito net (ITN),90.3,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444010.0,1444315.0,Region,..Fatick,0,,0.0,1.0,MLNETPHITN,SNMIS2008444010,2008-09,MIS,507.0,598.0,,,1.0
SEN,Kaolack (2005),6285254,Households with at least one insecticide-treated mosquito net (ITN),82.7,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444006.0,1444320.0,Region,..Kaolack (2005),0,,0.0,1.0,MLNETPHITN,SNMIS2008444006,2008-09,MIS,834.0,1743.0,,,1.0
SEN,Sud,3835295,Households with at least one insecticide-treated mosquito net (ITN),72.1,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444011.0,1444400.0,Region,Sud,0,,0.0,1.0,MLNETPHITN,SNMIS2008444011,2008-09,MIS,1142.0,1770.0,,,
SEN,Ziguinchor,6874857,Households with at least one insecticide-treated mosquito net (ITN),76.1,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444012.0,1444410.0,Region,..Ziguinchor,0,,0.0,1.0,MLNETPHITN,SNMIS2008444012,2008-09,MIS,479.0,589.0,,,1.0
SEN,Kolda (2005),3173295,Households with at least one insecticide-treated mosquito net (ITN),69.2,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444013.0,1444420.0,Region,..Kolda (2005),0,,0.0,1.0,MLNETPHITN,SNMIS2008444013,2008-09,MIS,662.0,1181.0,,,1.0
SEN,Tambacounda (2005),4584250,Households with at least one insecticide-treated mosquito net (ITN),49.1,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_ITN,124661020.0,I,444019.0,1444480.0,Region,..Tambacounda (2005),0,,0.0,1.0,MLNETPHITN,SNMIS2008444019,2008-09,MIS,505.0,552.0,,,1.0
SEN,Nord et Est,6481842,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,12.7,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444016.0,1444100.0,Region,Nord et Est,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444016,2008-09,MIS,1454.0,2552.0,,,
SEN,Saint Louis,4895692,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,11.5,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444018.0,1444110.0,Region,..Saint Louis,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444018,2008-09,MIS,589.0,1432.0,,,1.0
SEN,Louga,6750339,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,8.2,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444009.0,1444120.0,Region,..Louga,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444009,2008-09,MIS,474.0,594.0,,,1.0
SEN,Matam,3041411,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,14,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444017.0,1444130.0,Region,..Matam,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444017,2008-09,MIS,362.0,570.0,,,1.0
SEN,Ouest,2829463,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,8.3,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444001.0,1444200.0,Region,Ouest,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444001,2008-09,MIS,4003.0,1425.0,,,
SEN,Dakar,7263746,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,6.5,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444002.0,1444210.0,Region,..Dakar,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444002,2008-09,MIS,2519.0,843.0,,,1.0
SEN,Thiès,2945251,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,11.5,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444003.0,1444220.0,Region,..Thiès,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444003,2008-09,MIS,1484.0,582.0,,,1.0
SEN,Centre,4383285,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,14.3,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444004.0,1444300.0,Region,Centre,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444004,2008-09,MIS,2668.0,3533.0,,,
SEN,Diourbel,1605022,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,8.2,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444005.0,1444310.0,Region,..Diourbel,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444005,2008-09,MIS,854.0,598.0,,,1.0
SEN,Fatick,1761286,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,25.4,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444010.0,1444315.0,Region,..Fatick,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444010,2008-09,MIS,507.0,598.0,,,1.0
SEN,Kaolack (2005),6540783,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,17.1,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444006.0,1444320.0,Region,..Kaolack (2005),0,,0.0,1.0,MLNETPHIT2,SNMIS2008444006,2008-09,MIS,834.0,1743.0,,,1.0
SEN,Sud,4646078,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,19,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444011.0,1444400.0,Region,Sud,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444011,2008-09,MIS,1140.0,1768.0,,,
SEN,Ziguinchor,2169455,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,29.4,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444012.0,1444410.0,Region,..Ziguinchor,0,,0.0,1.0,MLNETPHIT2,SNMIS2008444012,2008-09,MIS,479.0,589.0,,,1.0
SEN,Kolda (2005),6124357,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,11.4,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444013.0,1444420.0,Region,..Kolda (2005),0,,0.0,1.0,MLNETPHIT2,SNMIS2008444013,2008-09,MIS,661.0,1179.0,,,1.0
SEN,Tambacounda (2005),7006090,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,13.3,1,SN,Senegal,2008,SN2008MIS,ML_NETP_H_IT2,124661100.0,I,444019.0,1444480.0,Region,..Tambacounda (2005),0,,0.0,1.0,MLNETPHIT2,SNMIS2008444019,2008-09,MIS,504.0,550.0,,,1.0
SEN,Nord et Est,4739251,Persons with access to an insecticide-treated mosquito net (ITN),31.5,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444016.0,1444100.0,Region,Nord et Est,0,,0.0,1.0,MLITNAPACC,SNMIS2008444016,2008-09,MIS,13905.0,23804.0,,,
SEN,Saint Louis,3380185,Persons with access to an insecticide-treated mosquito net (ITN),31.5,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444018.0,1444110.0,Region,..Saint Louis,0,,0.0,1.0,MLITNAPACC,SNMIS2008444018,2008-09,MIS,5244.0,12384.0,,,1.0
SEN,Louga,5923543,Persons with access to an insecticide-treated mosquito net (ITN),32.3,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444009.0,1444120.0,Region,..Louga,0,,0.0,1.0,MLITNAPACC,SNMIS2008444009,2008-09,MIS,4816.0,6050.0,,,1.0
SEN,Matam,1605038,Persons with access to an insecticide-treated mosquito net (ITN),29.3,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444017.0,1444130.0,Region,..Matam,0,,0.0,1.0,MLITNAPACC,SNMIS2008444017,2008-09,MIS,3878.0,6173.0,,,1.0
SEN,Ouest,6809080,Persons with access to an insecticide-treated mosquito net (ITN),28.3,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444001.0,1444200.0,Region,Ouest,0,,0.0,1.0,MLITNAPACC,SNMIS2008444001,2008-09,MIS,33399.0,12055.0,,,
SEN,Dakar,7262813,Persons with access to an insecticide-treated mosquito net (ITN),17.8,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444002.0,1444210.0,Region,..Dakar,0,,0.0,1.0,MLITNAPACC,SNMIS2008444002,2008-09,MIS,19245.0,6536.0,,,1.0
SEN,Thiès,2018587,Persons with access to an insecticide-treated mosquito net (ITN),42.6,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444003.0,1444220.0,Region,..Thiès,0,,0.0,1.0,MLITNAPACC,SNMIS2008444003,2008-09,MIS,14153.0,5519.0,,,1.0
SEN,Centre,5430124,Persons with access to an insecticide-treated mosquito net (ITN),41.6,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444004.0,1444300.0,Region,Centre,0,,0.0,1.0,MLITNAPACC,SNMIS2008444004,2008-09,MIS,26599.0,35439.0,,,
SEN,Diourbel,1605042,Persons with access to an insecticide-treated mosquito net (ITN),29,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444005.0,1444310.0,Region,..Diourbel,0,,0.0,1.0,MLITNAPACC,SNMIS2008444005,2008-09,MIS,8638.0,6012.0,,,1.0
SEN,Fatick,2837901,Persons with access to an insecticide-treated mosquito net (ITN),59.3,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444010.0,1444315.0,Region,..Fatick,0,,0.0,1.0,MLITNAPACC,SNMIS2008444010,2008-09,MIS,4761.0,5640.0,,,1.0
SEN,Kaolack (2005),3319441,Persons with access to an insecticide-treated mosquito net (ITN),49.9,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444006.0,1444320.0,Region,..Kaolack (2005),0,,0.0,1.0,MLITNAPACC,SNMIS2008444006,2008-09,MIS,8385.0,17737.0,,,1.0
SEN,Sud,7020859,Persons with access to an insecticide-treated mosquito net (ITN),43.5,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444011.0,1444400.0,Region,Sud,0,,0.0,1.0,MLITNAPACC,SNMIS2008444011,2008-09,MIS,10577.0,16959.0,,,
SEN,Ziguinchor,4030800,Persons with access to an insecticide-treated mosquito net (ITN),53.5,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444012.0,1444410.0,Region,..Ziguinchor,0,,0.0,1.0,MLITNAPACC,SNMIS2008444012,2008-09,MIS,3944.0,4844.0,,,1.0
SEN,Kolda (2005),4161140,Persons with access to an insecticide-treated mosquito net (ITN),37.5,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444013.0,1444420.0,Region,..Kolda (2005),0,,0.0,1.0,MLITNAPACC,SNMIS2008444013,2008-09,MIS,6633.0,12115.0,,,1.0
SEN,Tambacounda (2005),1617904,Persons with access to an insecticide-treated mosquito net (ITN),33.3,1,SN,Senegal,2008,SN2008MIS,ML_ITNA_P_ACC,124732130.0,I,444019.0,1444480.0,Region,..Tambacounda (2005),0,,0.0,1.0,MLITNAPACC,SNMIS2008444019,2008-09,MIS,4784.0,5247.0,,,1.0
SEN,Nord et Est,3988034,Population who slept under an insecticide-treated mosquito net (ITN) last night,18.9,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444016.0,1444100.0,Region,Nord et Est,0,,0.0,1.0,MLNETUPITN,SNMIS2008444016,2008-09,MIS,13905.0,23804.0,,,
SEN,Saint Louis,4311689,Population who slept under an insecticide-treated mosquito net (ITN) last night,20.6,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444018.0,1444110.0,Region,..Saint Louis,0,,0.0,1.0,MLNETUPITN,SNMIS2008444018,2008-09,MIS,5244.0,12384.0,,,1.0
SEN,Louga,4796635,Population who slept under an insecticide-treated mosquito net (ITN) last night,10.7,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444009.0,1444120.0,Region,..Louga,0,,0.0,1.0,MLNETUPITN,SNMIS2008444009,2008-09,MIS,4816.0,6050.0,,,1.0
SEN,Matam,5552092,Population who slept under an insecticide-treated mosquito net (ITN) last night,20.3,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444017.0,1444130.0,Region,..Matam,0,,0.0,1.0,MLNETUPITN,SNMIS2008444017,2008-09,MIS,3878.0,6173.0,,,1.0
SEN,Ouest,6640053,Population who slept under an insecticide-treated mosquito net (ITN) last night,18.3,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444001.0,1444200.0,Region,Ouest,0,,0.0,1.0,MLNETUPITN,SNMIS2008444001,2008-09,MIS,33399.0,12055.0,,,
SEN,Dakar,7263351,Population who slept under an insecticide-treated mosquito net (ITN) last night,14.6,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444002.0,1444210.0,Region,..Dakar,0,,0.0,1.0,MLNETUPITN,SNMIS2008444002,2008-09,MIS,19245.0,6536.0,,,1.0
SEN,Thiès,2097690,Population who slept under an insecticide-treated mosquito net (ITN) last night,23.5,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444003.0,1444220.0,Region,..Thiès,0,,0.0,1.0,MLNETUPITN,SNMIS2008444003,2008-09,MIS,14153.0,5519.0,,,1.0
SEN,Centre,3659782,Population who slept under an insecticide-treated mosquito net (ITN) last night,25.3,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444004.0,1444300.0,Region,Centre,0,,0.0,1.0,MLNETUPITN,SNMIS2008444004,2008-09,MIS,26599.0,35439.0,,,
SEN,Diourbel,3891569,Population who slept under an insecticide-treated mosquito net (ITN) last night,19.8,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444005.0,1444310.0,Region,..Diourbel,0,,0.0,1.0,MLNETUPITN,SNMIS2008444005,2008-09,MIS,8638.0,6012.0,,,1.0
SEN,Fatick,5903166,Population who slept under an insecticide-treated mosquito net (ITN) last night,51.1,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444010.0,1444315.0,Region,..Fatick,0,,0.0,1.0,MLNETUPITN,SNMIS2008444010,2008-09,MIS,4761.0,5640.0,,,1.0
SEN,Kaolack (2005),2442121,Population who slept under an insecticide-treated mosquito net (ITN) last night,24.7,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444006.0,1444320.0,Region,..Kaolack (2005),0,,0.0,1.0,MLNETUPITN,SNMIS2008444006,2008-09,MIS,8385.0,17737.0,,,1.0
SEN,Sud,6764539,Population who slept under an insecticide-treated mosquito net (ITN) last night,37,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444011.0,1444400.0,Region,Sud,0,,0.0,1.0,MLNETUPITN,SNMIS2008444011,2008-09,MIS,10577.0,16959.0,,,
SEN,Ziguinchor,1749464,Population who slept under an insecticide-treated mosquito net (ITN) last night,41.2,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444012.0,1444410.0,Region,..Ziguinchor,0,,0.0,1.0,MLNETUPITN,SNMIS2008444012,2008-09,MIS,3944.0,4844.0,,,1.0
SEN,Kolda (2005),4936018,Population who slept under an insecticide-treated mosquito net (ITN) last night,34.5,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444013.0,1444420.0,Region,..Kolda (2005),0,,0.0,1.0,MLNETUPITN,SNMIS2008444013,2008-09,MIS,6633.0,12115.0,,,1.0
SEN,Tambacounda (2005),6183965,Population who slept under an insecticide-treated mosquito net (ITN) last night,16,1,SN,Senegal,2008,SN2008MIS,ML_NETU_P_ITN,124762020.0,I,444019.0,1444480.0,Region,..Tambacounda (2005),0,,0.0,1.0,MLNETUPITN,SNMIS2008444019,2008-09,MIS,4784.0,5247.0,,,1.0
SEN,Nord et Est,4269152,Children under 5 who slept under an insecticide-treated net (ITN),21.3,1,SN,Senegal,2008,SN2008MIS,ML_NETC_C_ITN,124836020.0,I,444016.0,1444100.0,Region,Nord et Est,0,,0.0,1.0,MLNETCCITN,SNMIS2008444016,2008-09,MIS,2561.0,4315.0,,,
SEN,Saint Louis,6629428,Children under 5 who slept under an insecticide-treated net (ITN),25.9,1,SN,Senegal,2008,SN2008MIS,ML_NETC_C_ITN,124836020.0,I,444018.0,1444110.0,Region,..Saint Louis,0,,0.0,1.0,MLNETCCITN,SNMIS2008444018,2008-09,MIS,900.0,2118.0,,,1.0
