GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2007,2007,2007,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.3,0.3 [0 - 2],0.0,2.0
AIR_35,Joint effects of air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-and-household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2017,2017,2017,AFR,Africa,SEN,Senegal,SEX,SEX_BTSX,Both sexes,92.979,93 [75-110],74.984,110.113
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-polluting-fuels-and-technologies-for-cooking-%28in-millions%29,2018,2018,2018,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,11.331122576,11.33 [9.71 - 12.73],9.70784378,12.7315984
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2019,2019,2019,AFR,Africa,SEN,Senegal,SEX,SEX_BTSX,Both sexes,10.912,11 [5-18],5.276,17.671
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1992,1992,1992,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,4.25265397,4.25 [3.55 - 4.83],3.552034196,4.833916253
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2016,2016,2016,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,4.104424233,4.1 [2.8 - 5.58],2.796420906,5.577807291
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2020,2020,2020,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.0,0 [0 - 0.09],0.0,0.087098477
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2018,2018,2018,AFR,Africa,SEN,Senegal,SEX,SEX_FMLE,Female,27.693,28 [23-32],23.114,31.767
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-deaths,2015,2015,2015,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,17.583,18 [8-29],8.263,28.629
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-per-100000population,2014,2014,2014,AFR,Africa,SEN,Senegal,SEX,SEX_FMLE,Female,21.515,22 [18-25],17.613,25.045
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2015,2015,2015,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,337.099,337 [214-562],213.864,562.209
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-per-100000population,2014,2014,2014,AFR,Africa,SEN,Senegal,SEX,SEX_BTSX,Both sexes,861.481,861 [546-1216],545.957,1216.092
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1996,1996,1996,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.0,0 [0 - 0.8],0.0,0.8
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2015,2015,2015,AFR,Africa,SEN,Senegal,SEX,SEX_BTSX,Both sexes,1824.738,1825 [1275-2338],1275.108,2338.0
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2014,2014,2014,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,1.305317299,1.31 [0.82 - 1.92],0.823057213,1.916180074
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2012,2012,2012,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,800.411,800 [616-999],616.444,999.311
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2009,2009,2009,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.013975988,0.01 [0 - 0.09],0.0,0.090843923
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mbd-aap-ambient-air-pollution-attributable-dalys,2016,2016,2016,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,15503.701,15 504 [9964-20 441],9964.194,20441.321
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-attributed-to-unintentional-poisoning-%28per-100-000-population%29,2002,2002,2002,AFR,Africa,SEN,Senegal,SEX,SEX_BTSX,Both sexes,0.827076528,0.8 [0.4-1.5],0.43518216,1.480055618
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-per-100000population,2019,2019,2019,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,1085.314,1085 [830-1305],829.582,1304.526
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/concentrations-of-fine-particulate-matter-%28pm2-5%29,2010,2010,2010,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_CITY,Cities,41.93935,41.94 [28.02-56.08],28.02009,56.07583
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2011,2011,2011,AFR,Africa,SEN,Senegal,SEX,SEX_BTSX,Both sexes,116.282,116 [95-137],95.136,136.742
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2019,2019,2019,AFR,Africa,SEN,Senegal,SEX,SEX_FMLE,Female,26.206,26 [16-40],16.059,39.904
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2009,2009,2009,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.0,0 [0 - 0.14],0.0,0.135711279
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-attributed-to-unintentional-poisoning-%28per-100-000-population%29,2013,2013,2013,AFR,Africa,SEN,Senegal,SEX,SEX_FMLE,Female,0.74474355,0.7 [0.4-1.3],0.410669766,1.256566968
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2015,2015,2015,AFR,Africa,SEN,Senegal,SEX,SEX_FMLE,Female,1481.87,1482 [1324-1618],1324.107,1618.328
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-deaths,2014,2014,2014,AFR,Africa,SEN,Senegal,SEX,SEX_BTSX,Both sexes,69.968,70 [57-82],56.556,81.713
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2010,2010,2010,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.0,0 [0 - 1],0.0,1.0
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2003,2003,2003,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.526172783,0.53 [0.29 - 0.86],0.289395031,0.855030773
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2019,2019,2019,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,2864.382,2864 [2355-3379],2354.542,3379.097
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2012,2012,2012,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,26.573,27 [16-37],15.641,37.433
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2016,2016,2016,AFR,Africa,SEN,Senegal,SEX,SEX_FMLE,Female,786.107,786 [659-898],658.929,897.656
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-%28per-100-000-population-age-standardized%29,2018,2018,2018,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,341.234,341 [173-532],173.432,532.241
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2010,2010,2010,AFR,Africa,SEN,Senegal,SEX,SEX_BTSX,Both sexes,24.407,24 [14-35],14.32,35.074
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-phe-population-with-primary-reliance-on-polluting-fuels-and-technologies-for-cooking-proportion,2001,2001,2001,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,29.1,29.1 [18.4 - 42.1],18.4,42.1
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys,2016,2016,2016,AFR,Africa,SEN,Senegal,SEX,SEX_FMLE,Female,22633.751,22 634 [14 052-34 392],14052.134,34391.714
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2011,2011,2011,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.0,0 [0 - 0.05],0.0,0.050628781
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1992,1992,1992,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.511709531,0.51 [0.02 - 1.15],0.019748013,1.152588459
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mbd-aap-ambient-air-pollution-attributable-dalys,2018,2018,2018,AFR,Africa,SEN,Senegal,SEX,SEX_FMLE,Female,262.191,262 [125-426],124.75,426.025
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2014,2014,2014,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,74.913,75 [54-96],53.612,95.62
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/concentrations-of-fine-particulate-matter-%28pm2-5%29,2015,2015,2015,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,43.83883,43.84 [26.24-60.93],26.23706,60.93306
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2016,2016,2016,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,1.392091232,1.39 [0.86 - 2.07],0.856136108,2.074215936
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2015,2015,2015,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,13.783,14 [9-23],8.744,22.987
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1995,1995,1995,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.0,0 [0 - 0.1],0.0,0.097329111
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1990,1990,1990,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,17.1,17.1 [8.1 - 30.2],8.1,30.2
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-attributed-to-unintentional-poisoning-%28per-100-000-population%29,2013,2013,2013,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,1.401749893,1.4 [0.8-2.4],0.794287273,2.363559801
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2018,2018,2018,AFR,Africa,SEN,Senegal,SEX,SEX_MLE,Male,22.252,22 [13-31],13.137,31.397
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2020,2020,2020,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,29.7,29.7 [20.5 - 40.5],20.5,40.5
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-dalys-%28per-100-000-age-standardized%29,2013,2013,2013,AFR,Africa,SEN,Senegal,SEX,SEX_FMLE,Female,713.043,713 [561-879],561.096,878.626
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2015,2015,2015,AFR,Africa,SEN,Senegal,SEX,SEX_FMLE,Female,31416.94,31 417 [19 764-44 168],19764.427,44168.141
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2022,2022,2022,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.2,0.2 [0 - 2.5],0.0,2.5
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1993,1993,1993,AFR,Africa,SEN,Senegal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.0,0 [0 - 0.7],0.0,0.7
